carat,cut,color,clarity,depth,table,price,x,y,z
0.52,Ideal,J,VS2,61.6,57.0,94703,5.16,5.19,3.19
0.64,Good,J,SI2,64.7,54.0,94703,5.39,5.43,3.5
0.5,Good,D,SI2,57.1,63.0,94703,5.23,5.27,3.0
0.5,Premium,H,SI1,60.2,61.0,94703,5.16,5.14,3.1
0.5,Fair,E,SI2,65.2,57.0,94703,4.96,4.91,3.22
0.4,Very Good,E,VVS1,63.8,56.0,94786,4.68,4.72,3.0
0.42,Ideal,F,VVS2,62.1,55.0,94786,4.79,4.81,2.98
0.42,Premium,F,VVS2,59.6,59.0,94786,4.83,4.86,2.89
0.42,Ideal,F,VVS2,61.1,57.0,94786,4.82,4.84,2.95
0.42,Ideal,F,VVS2,60.6,57.0,94786,4.82,4.85,2.93
0.42,Premium,F,VVS2,61.7,59.0,94786,4.78,4.82,2.96
0.42,Ideal,F,VVS2,61.3,57.0,94786,4.8,4.82,2.95
0.42,Premium,F,VVS2,60.3,59.0,94786,4.83,4.86,2.92
0.42,Ideal,F,VVS2,61.6,56.0,94786,4.83,4.85,2.98
0.42,Ideal,F,VVS2,61.7,57.0,94786,4.78,4.81,2.96
0.42,Ideal,F,VVS2,62.2,56.0,94786,4.79,4.82,2.99
0.53,Ideal,F,SI2,61.7,56.0,94786,5.23,5.24,3.23
0.42,Premium,H,VVS1,62.0,58.0,94786,4.82,4.79,2.98
0.37,Premium,D,VVS1,61.4,58.0,94786,4.65,4.63,2.85
0.42,Ideal,H,VVS1,62.4,55.0,94786,4.8,4.79,2.99
0.43,Very Good,G,VVS1,60.7,57.0,94869,4.87,4.89,2.96
0.41,Very Good,F,VVS1,63.3,55.0,94869,4.7,4.74,2.99
0.47,Premium,H,VS1,61.8,58.0,94869,4.94,4.99,3.07
0.44,Ideal,G,VVS1,61.3,55.0,94869,4.92,4.94,3.02
0.61,Ideal,J,SI1,62.0,55.0,94869,5.45,5.48,3.39
0.54,Premium,J,VS2,62.6,58.0,94869,5.22,5.16,3.25
0.56,Very Good,H,SI2,59.5,57.0,94952,5.4,5.43,3.22
0.41,Ideal,E,VS1,61.2,56.0,94952,4.82,4.89,2.97
0.45,Good,F,VS1,58.6,62.2,94952,5.0,5.05,2.95
0.45,Good,F,VS1,57.6,62.5,94952,5.05,5.09,2.91
0.55,Very Good,E,SI2,59.6,57.0,95035,5.34,5.39,3.2
0.4,Good,F,VVS1,63.3,57.0,95035,4.68,4.7,2.97
0.5,Good,F,SI1,57.9,62.0,95035,5.18,5.21,3.01
0.4,Ideal,E,VVS2,61.6,56.0,95035,4.74,4.77,2.93
0.44,Ideal,I,VVS1,60.9,56.0,95035,4.9,4.96,3.0
0.48,Ideal,G,SI1,61.6,55.0,95035,5.06,5.1,3.13
0.37,Ideal,D,VVS2,61.6,56.0,95035,4.65,4.61,2.85
0.37,Premium,D,VVS2,61.0,60.0,95035,4.64,4.61,2.82
0.52,Very Good,E,SI2,61.1,57.0,95118,5.2,5.24,3.19
0.51,Good,D,SI2,64.2,56.0,95118,5.02,5.05,3.23
0.51,Ideal,F,SI2,61.3,57.0,95118,5.16,5.19,3.17
0.52,Ideal,E,SI2,61.8,57.0,95118,5.14,5.18,3.19
0.5,Very Good,F,SI2,62.4,56.0,95201,5.08,5.12,3.18
0.58,Very Good,J,VS2,59.5,62.0,95201,5.41,5.44,3.23
0.5,Good,E,SI1,64.0,56.0,95201,5.03,4.9,3.18
0.52,Good,G,SI1,64.3,61.0,95201,5.01,4.97,3.21
0.54,Ideal,I,VS1,61.5,56.0,95201,5.24,5.26,3.23
0.54,Ideal,H,SI1,62.5,56.0,95201,5.2,5.23,3.26
0.7,Fair,I,I1,68.6,57.0,95201,5.46,5.34,3.71
0.72,Fair,G,I1,65.1,57.0,95201,5.65,5.55,3.65
0.5,Very Good,H,SI1,60.0,55.0,95284,5.2,5.23,3.13
0.38,Premium,G,IF,62.5,60.0,95284,4.61,4.64,2.89
0.43,Ideal,F,VVS2,61.5,55.0,95284,4.85,4.88,2.99
0.39,Ideal,F,VVS1,61.7,57.0,95284,4.68,4.71,2.89
0.51,Ideal,G,SI2,62.1,56.0,95284,5.1,5.13,3.18
0.34,Ideal,F,IF,60.7,57.0,95284,4.53,4.5,2.74
0.36,Premium,G,IF,62.5,60.0,95284,4.53,4.49,2.82
0.36,Premium,G,IF,61.0,59.0,95284,4.6,4.55,2.79
0.36,Ideal,G,IF,61.6,55.0,95284,4.59,4.57,2.82
0.41,Premium,G,VVS1,59.7,60.0,95284,4.85,4.83,2.89
0.35,Premium,E,IF,59.0,61.0,95284,4.64,4.62,2.73
0.61,Very Good,J,SI1,60.8,58.0,95367,5.46,5.49,3.33
0.55,Very Good,I,SI1,63.6,57.0,95367,5.15,5.19,3.29
0.45,Good,D,VS2,63.7,61.0,95367,4.81,4.73,3.04
0.42,Ideal,G,VVS1,61.9,56.0,95450,4.8,4.85,2.98
0.52,Ideal,G,SI2,61.3,56.0,95450,5.19,5.22,3.19
0.41,Good,F,VVS2,59.2,63.0,95450,4.82,4.87,2.87
0.4,Ideal,E,VS2,61.4,57.0,95450,4.78,4.75,2.92
0.57,Very Good,I,SI1,61.1,61.0,95533,5.34,5.37,3.27
0.41,Ideal,D,VS1,61.3,54.0,95533,4.8,4.83,2.95
0.41,Ideal,F,IF,62.2,54.0,95533,4.76,4.79,2.97
0.41,Very Good,D,VS1,62.9,57.0,95533,4.73,4.75,2.98
0.41,Ideal,G,VVS1,61.7,55.0,95533,4.77,4.79,2.95
0.41,Ideal,D,VS1,61.0,57.0,95533,4.78,4.82,2.93
0.41,Ideal,D,VS1,61.8,57.0,95533,4.75,4.8,2.95
0.41,Ideal,G,VVS1,62.0,56.0,95533,4.78,4.8,2.97
0.41,Very Good,G,VVS1,60.0,59.0,95533,4.83,4.84,2.9
0.41,Very Good,G,VVS1,60.3,60.0,95533,4.74,4.78,2.87
0.41,Very Good,D,VS1,62.8,57.0,95533,4.73,4.76,2.98
0.41,Ideal,G,VVS1,61.8,55.0,95533,4.76,4.78,2.95
0.41,Very Good,G,VVS1,61.0,61.0,95533,4.72,4.75,2.89
0.41,Ideal,D,VS1,62.1,56.0,95533,4.77,4.8,2.97
0.41,Ideal,G,VVS1,62.1,55.0,95533,4.74,4.79,2.96
0.41,Premium,G,VVS1,59.9,59.0,95533,4.79,4.83,2.88
0.52,Ideal,J,VS2,61.4,57.0,95533,5.17,5.21,3.19
0.57,Ideal,H,SI2,61.5,55.0,95533,5.35,5.38,3.3
0.43,Ideal,H,IF,61.9,55.0,95533,4.87,4.89,3.02
0.52,Ideal,G,SI2,63.0,55.0,95533,5.14,5.12,3.23
0.52,Very Good,G,SI2,63.1,56.0,95533,5.12,5.08,3.22
0.4,Ideal,D,VVS2,61.4,56.0,95616,4.8,4.75,2.93
0.4,Premium,D,VVS2,58.3,59.0,95616,4.9,4.88,2.85
0.53,Very Good,H,SI1,61.7,60.0,95616,5.17,5.21,3.2
0.48,Premium,E,SI1,60.4,62.0,95616,5.07,5.03,3.05
0.52,Ideal,I,VS2,62.3,54.0,95616,5.17,5.2,3.23
0.52,Ideal,I,VS2,61.8,54.0,95616,5.16,5.2,3.2
0.5,Very Good,G,SI1,62.4,52.0,95699,5.1,5.15,3.2
0.5,Very Good,G,SI1,62.3,58.0,95699,5.06,5.08,3.16
0.54,Ideal,G,SI2,60.4,59.0,95699,5.24,5.29,3.18
0.5,Ideal,G,SI1,62.1,57.0,95699,5.05,5.09,3.15
0.4,Ideal,H,IF,61.9,56.0,95699,4.72,4.75,2.93
0.41,Premium,E,VS1,60.7,58.0,95699,4.83,4.79,2.92
0.41,Premium,E,VS1,59.8,61.0,95699,4.85,4.79,2.88
0.41,Premium,E,VS1,60.0,58.0,95699,4.83,4.8,2.89
0.41,Premium,E,VS1,60.1,58.0,95699,4.84,4.81,2.9
0.41,Premium,E,VS1,59.9,58.0,95699,4.88,4.83,2.91
0.41,Ideal,E,VS1,61.4,57.0,95699,4.82,4.79,2.95
0.41,Premium,E,VS1,60.6,59.0,95699,4.8,4.77,2.9
0.41,Premium,E,VS1,61.9,59.0,95699,4.8,4.77,2.96
0.29,Ideal,F,SI2,60.6,59.0,41168,4.31,4.37,2.63
0.3,Fair,F,SI1,63.1,58.0,41168,4.3,4.22,2.69
0.28,Ideal,I,VVS2,62.2,55.0,41251,4.21,4.24,2.63
0.28,Ideal,G,VS2,62.2,54.0,41251,4.21,4.24,2.63
0.28,Ideal,H,VS1,62.0,55.0,41251,4.21,4.24,2.62
0.28,Ideal,H,VS1,61.8,57.0,41251,4.2,4.22,2.6
0.37,Ideal,J,SI1,60.5,57.0,41251,4.63,4.66,2.81
0.34,Fair,J,SI1,64.5,57.0,41251,4.38,4.36,2.82
0.3,Premium,G,SI1,62.5,61.0,41251,4.29,4.26,2.67
0.38,Ideal,F,I1,62.5,57.0,41251,4.61,4.64,2.89
0.32,Very Good,F,SI1,60.7,62.0,41251,4.4,4.43,2.68
0.23,Very Good,F,VVS2,61.7,55.0,41334,3.99,4.05,2.48
0.23,Very Good,E,VVS2,63.0,58.0,41334,3.92,3.95,2.48
0.23,Very Good,E,VVS2,60.7,58.0,41334,3.96,4.01,2.42
0.24,Ideal,G,VVS2,61.2,56.0,41334,3.99,4.02,2.45
0.29,Ideal,H,VS2,62.8,55.0,41334,4.24,4.27,2.67
0.23,Ideal,F,VS2,60.9,57.0,41334,3.96,3.99,2.42
0.23,Ideal,F,VS2,61.5,55.0,41334,3.93,3.97,2.43
0.23,Ideal,F,VS2,61.9,55.0,41334,3.94,3.97,2.45
0.29,Ideal,H,VS1,61.8,57.0,41334,4.27,4.31,2.64
0.31,Ideal,I,SI1,62.1,53.0,41334,4.34,4.36,2.7
0.33,Ideal,G,SI1,61.6,56.0,41334,4.43,4.46,2.74
0.27,Good,F,VVS1,61.7,61.0,41334,4.1,4.14,2.54
0.25,Good,E,VVS1,61.4,62.0,41334,4.03,4.05,2.48
0.23,Good,E,VVS1,56.3,62.0,41334,4.1,4.11,2.31
0.33,Very Good,J,VVS2,62.1,56.0,41417,4.44,4.45,2.76
0.24,Very Good,D,VVS2,60.1,57.0,41417,4.03,4.09,2.44
0.26,Very Good,F,VS2,61.4,56.0,41417,4.09,4.12,2.53
0.26,Very Good,F,VS1,61.9,57.0,41417,4.11,4.14,2.55
0.26,Very Good,F,VS1,60.4,56.0,41417,4.14,4.16,2.51
0.41,Ideal,E,VS1,62.1,55.0,95699,4.8,4.77,2.97
0.41,Premium,E,VS1,60.8,59.0,95699,4.82,4.76,2.91
0.41,Ideal,E,VS1,62.0,54.0,95699,4.79,4.76,2.96
0.41,Ideal,E,VS1,61.7,57.0,95699,4.8,4.76,2.95
0.41,Ideal,E,VS1,61.9,55.0,95699,4.8,4.76,2.96
0.41,Ideal,E,VS1,60.9,57.0,95699,4.79,4.76,2.91
0.41,Ideal,E,VS1,61.8,57.0,95699,4.79,4.76,2.95
0.41,Premium,E,VS1,61.2,58.0,95699,4.78,4.76,2.92
0.41,Premium,E,VS1,62.2,57.0,95699,4.78,4.74,2.96
0.41,Ideal,E,VS1,61.7,55.0,95699,4.78,4.75,2.94
0.41,Ideal,E,VS1,62.1,56.0,95699,4.78,4.75,2.96
0.41,Ideal,E,VS1,62.1,55.0,95699,4.78,4.75,2.96
0.41,Ideal,E,VS1,61.8,55.0,95699,4.8,4.75,2.95
0.41,Ideal,E,VS1,62.0,55.0,95699,4.77,4.74,2.95
0.41,Ideal,E,VS1,62.3,57.0,95699,4.77,4.74,2.96
0.41,Premium,E,VS1,62.0,60.0,95699,4.78,4.74,2.95
0.41,Premium,E,VS1,62.3,59.0,95699,4.76,4.74,2.96
0.41,Premium,E,VS1,62.0,57.0,95699,4.77,4.74,2.95
0.41,Premium,E,VS1,62.8,58.0,95699,4.72,4.7,2.96
0.41,Premium,E,VS1,61.8,58.0,95699,4.75,4.73,2.93
0.41,Ideal,E,VS1,62.7,57.0,95699,4.76,4.72,2.97
0.41,Ideal,E,VS1,62.7,55.0,95699,4.76,4.72,2.97
0.41,Premium,E,VS1,60.4,58.0,95699,4.82,4.78,2.9
0.42,Very Good,F,VVS1,63.0,59.0,95782,4.75,4.81,3.01
0.45,Very Good,G,VS1,60.0,57.1,95782,4.99,5.03,3.0
0.4,Very Good,G,IF,61.0,59.0,95782,4.75,4.79,2.91
0.54,Ideal,F,SI2,61.1,56.0,95782,5.22,5.26,3.2
0.5,Very Good,E,SI2,62.4,57.0,95782,5.03,5.07,3.15
0.54,Premium,F,SI2,59.6,60.0,95782,5.25,5.28,3.14
0.5,Ideal,E,SI2,62.5,57.0,95782,5.04,5.07,3.16
0.5,Very Good,E,SI2,61.3,56.0,95782,5.08,5.13,3.13
0.54,Ideal,H,SI1,62.2,56.0,95782,5.19,5.26,3.25
0.54,Premium,H,SI1,61.0,58.0,95782,5.23,5.27,3.2
0.54,Ideal,H,SI1,61.0,56.0,95782,5.24,5.28,3.21
0.5,Ideal,E,SI2,61.4,57.0,95782,5.09,5.14,3.14
0.5,Very Good,E,SI2,61.4,58.0,95782,5.09,5.11,3.13
0.5,Very Good,E,SI2,61.7,58.0,95782,5.06,5.12,3.14
0.54,Good,H,SI1,63.3,57.0,95782,5.15,5.22,3.28
0.5,Premium,E,SI2,59.5,59.0,95782,5.16,5.19,3.08
0.38,Ideal,E,VVS1,61.5,56.0,95782,4.67,4.7,2.88
0.38,Ideal,E,VVS1,62.3,56.0,95782,4.64,4.67,2.9
0.41,Ideal,E,VS1,60.8,56.0,95782,4.84,4.8,2.93
0.5,Ideal,H,SI1,62.2,53.0,95782,5.06,5.14,3.17
0.51,Ideal,H,SI1,59.8,57.0,95782,5.22,5.25,3.13
0.39,Ideal,G,IF,61.7,55.0,95782,4.68,4.72,2.9
0.45,Good,G,VS1,58.1,61.2,95782,5.02,5.07,2.93
0.31,Ideal,F,IF,60.2,57.0,95865,4.38,4.44,2.65
0.44,Ideal,G,VVS2,61.8,56.0,95865,4.94,4.9,3.04
0.44,Premium,G,VVS2,60.9,57.0,95865,4.93,4.89,2.99
0.44,Premium,G,VVS2,61.3,60.0,95865,4.94,4.88,3.01
0.44,Premium,F,VS1,61.9,59.0,95865,4.88,4.84,3.01
0.44,Premium,F,VS1,61.2,61.0,95865,4.88,4.83,2.97
0.44,Ideal,E,VS1,61.5,56.0,95865,4.92,4.9,3.02
0.5,Fair,H,VS1,66.5,60.0,95865,4.93,4.85,3.25
0.5,Premium,E,SI1,61.4,58.0,95865,5.17,5.09,3.15
0.5,Premium,E,SI1,62.3,60.0,95865,5.16,5.08,3.19
0.5,Good,E,SI1,64.0,56.0,95865,5.03,4.97,3.2
0.5,Good,E,SI1,64.2,59.0,95865,5.03,4.97,3.21
0.4,Premium,G,VVS1,60.3,58.0,95865,4.83,4.79,2.9
0.5,Premium,E,SI1,62.4,58.0,95865,5.06,5.01,3.14
0.44,Ideal,D,VS2,60.4,56.0,95865,4.95,4.91,2.98
0.5,Good,E,SI1,64.0,57.0,95865,5.04,4.99,3.21
0.5,Very Good,E,SI1,63.4,58.0,95865,5.09,5.01,3.2
0.5,Premium,E,SI1,61.4,59.0,95865,5.09,5.01,3.1
0.5,Good,E,SI1,63.7,59.0,95865,5.07,5.01,3.21
0.53,Good,E,SI1,63.6,56.0,95948,5.19,5.1,3.27
0.46,Premium,E,VS2,61.3,57.0,95948,5.02,4.99,3.07
0.5,Fair,F,SI2,61.1,67.0,95948,5.07,5.04,3.09
0.5,Premium,H,SI1,59.0,59.0,95948,5.22,5.18,3.07
0.58,Fair,D,SI2,65.1,58.0,95948,5.25,5.22,3.41
0.38,Very Good,E,VVS2,59.7,63.0,96031,4.71,4.73,2.82
0.5,Good,D,SI2,63.4,59.0,96031,5.0,5.03,3.18
0.5,Good,D,SI2,63.2,56.0,96031,5.01,5.05,3.18
0.41,Ideal,F,VVS1,62.3,56.0,96031,4.77,4.79,2.98
0.46,Good,F,VS1,56.5,61.0,96031,5.11,5.05,2.87
0.4,Ideal,E,VVS2,61.5,56.0,96114,4.74,4.79,2.93
0.4,Ideal,E,VVS2,61.8,56.0,96114,4.74,4.77,2.94
0.4,Ideal,E,VVS2,62.2,56.0,96114,4.71,4.78,2.95
0.4,Ideal,E,VVS2,61.7,56.0,96114,4.73,4.77,2.93
0.4,Ideal,E,VVS2,61.7,55.0,96114,4.74,4.76,2.93
0.4,Ideal,E,VVS2,62.1,55.0,96114,4.74,4.76,2.95
0.44,Very Good,E,VS1,60.7,58.0,96114,4.88,4.91,2.97
0.4,Ideal,H,IF,62.7,57.0,96114,4.68,4.7,2.94
0.4,Ideal,E,VVS2,62.1,56.0,96114,4.7,4.73,2.93
0.4,Ideal,E,VVS2,61.8,55.0,96114,4.74,4.78,2.94
0.58,Ideal,I,SI2,61.3,56.0,96114,5.38,5.45,3.32
0.52,Ideal,D,SI2,61.0,56.0,96114,5.17,5.22,3.17
0.7,Fair,F,I1,65.9,57.0,96114,5.64,5.5,3.67
0.73,Fair,F,I1,66.9,54.0,96114,5.62,5.54,3.74
0.43,Premium,D,VVS2,59.5,59.0,96197,4.95,4.97,2.95
0.38,Good,D,VVS1,61.3,61.0,96197,4.68,4.72,2.88
0.62,Premium,H,SI2,61.0,62.0,96197,5.47,5.42,3.32
0.53,Premium,H,SI1,61.2,60.0,96197,5.22,5.1,3.16
0.41,Very Good,D,VVS2,62.5,54.0,96280,4.79,4.81,3.0
0.41,Very Good,E,VS1,63.4,55.0,96280,4.7,4.73,2.99
0.59,Very Good,H,SI2,60.3,56.0,96280,5.43,5.48,3.29
0.53,Very Good,E,SI2,58.3,62.0,96280,5.3,5.36,3.11
0.51,Fair,G,SI1,64.5,56.0,96280,5.06,5.01,3.25
0.44,Ideal,G,VVS1,62.0,54.0,96280,4.89,4.91,3.04
0.38,Ideal,F,VVS1,61.1,57.0,96280,4.71,4.69,2.87
0.38,Ideal,F,VVS1,60.9,57.0,96280,4.73,4.69,2.87
0.38,Ideal,E,VVS1,62.4,54.0,96280,4.64,4.66,2.9
0.5,Ideal,H,SI1,59.2,62.0,96280,5.17,5.2,3.07
0.41,Very Good,F,VVS1,62.3,54.0,96363,4.75,4.79,2.97
0.53,Very Good,G,SI1,63.4,54.0,96363,5.09,5.13,3.24
0.52,Very Good,H,SI1,62.6,59.0,96363,5.06,5.13,3.19
0.52,Very Good,G,SI1,60.6,61.0,96363,5.17,5.19,3.14
0.62,Ideal,I,SI2,62.5,55.0,96363,5.45,5.49,3.42
0.51,Ideal,H,SI1,62.1,54.0,96363,5.13,5.15,3.19
0.51,Ideal,H,SI1,61.3,57.0,96363,5.1,5.14,3.14
0.35,Very Good,D,VVS2,60.0,56.0,96446,4.61,4.63,2.77
0.37,Ideal,E,VVS2,61.6,55.0,96446,4.62,4.63,2.85
0.35,Ideal,D,VVS2,60.8,56.0,96446,4.58,4.6,2.79
0.54,Ideal,F,SI2,61.2,56.0,96446,5.27,5.28,3.23
0.46,Very Good,I,VVS1,62.9,57.0,96529,4.91,4.95,3.1
0.34,Ideal,E,IF,62.0,56.0,96529,4.47,4.5,2.78
0.34,Ideal,E,IF,62.0,56.0,96529,4.49,4.51,2.79
0.34,Ideal,E,IF,61.7,56.0,96529,4.46,4.48,2.76
0.54,Ideal,E,SI2,62.1,56.0,96529,5.18,5.22,3.23
0.54,Good,E,SI2,63.4,56.0,96529,5.14,5.18,3.27
0.54,Good,E,SI2,63.8,54.0,96529,5.17,5.18,3.3
0.54,Very Good,E,SI2,61.9,58.0,96529,5.19,5.24,3.23
0.36,Ideal,G,VVS1,61.7,55.0,96529,4.58,4.6,2.83
0.53,Ideal,I,VS2,62.2,56.0,96529,5.15,5.2,3.22
0.51,Ideal,H,VS2,61.6,55.0,96529,5.13,5.16,3.17
0.41,Ideal,H,VS2,60.7,55.0,96529,4.83,4.86,2.94
0.41,Ideal,H,VS2,61.7,56.0,96529,4.77,4.79,2.95
0.47,Ideal,G,SI1,60.8,56.0,96529,5.0,5.03,3.05
0.36,Ideal,H,IF,61.3,57.0,96529,4.59,4.61,2.82
0.4,Ideal,F,VVS2,61.7,55.0,96529,4.76,4.74,2.93
0.4,Ideal,F,VVS2,61.7,56.0,96529,4.74,4.72,2.92
0.4,Ideal,F,VVS2,62.4,56.0,96529,4.74,4.72,2.95
0.4,Premium,F,VVS2,60.8,59.0,96529,4.76,4.72,2.88
0.4,Premium,F,VVS2,60.8,59.0,96529,4.73,4.71,2.87
0.4,Premium,F,VVS2,62.2,59.0,96529,4.7,4.65,2.91
0.4,Ideal,F,VVS2,62.8,57.0,96529,4.73,4.66,2.95
0.4,Ideal,F,VVS2,62.4,57.0,96529,4.73,4.69,2.94
0.4,Ideal,F,VVS2,62.8,56.0,96529,4.73,4.69,2.96
0.4,Premium,F,VVS2,60.7,58.0,96529,4.75,4.7,2.87
0.51,Premium,H,SI1,60.0,61.0,96529,5.2,5.17,3.11
0.4,Very Good,E,VVS1,63.4,57.0,96612,4.64,4.66,2.95
0.42,Good,F,VVS1,61.2,64.0,96612,4.75,4.8,2.92
0.46,Very Good,I,VVS1,63.5,57.0,96612,4.91,4.85,3.1
0.55,Ideal,J,VS2,62.6,57.0,96695,5.21,5.17,3.25
0.41,Very Good,H,VVS1,62.0,56.0,96778,4.77,4.81,2.97
0.62,Premium,J,VS2,61.2,59.0,96778,5.42,5.52,3.35
0.37,Fair,F,IF,52.3,61.0,96778,4.96,4.91,2.58
0.4,Ideal,E,VVS2,62.4,59.0,96778,4.7,4.73,2.94
0.5,Ideal,J,VS2,62.0,56.0,96778,5.08,5.12,3.16
0.53,Ideal,G,SI1,62.1,53.0,96778,5.22,5.27,3.26
0.41,Good,E,VS1,63.9,53.0,96778,4.75,4.7,3.02
0.46,Fair,D,VS1,67.3,61.0,96778,4.81,4.71,3.21
0.72,Good,F,I1,63.6,58.0,96778,5.72,5.62,3.6
0.39,Premium,D,VVS1,63.0,60.0,96861,4.63,4.61,2.91
0.42,Very Good,E,VVS2,62.1,56.0,96861,4.79,4.82,2.98
0.42,Very Good,E,VVS2,59.8,56.0,96861,4.9,4.92,2.94
0.53,Very Good,E,SI2,63.1,58.0,96861,5.15,5.18,3.26
0.5,Very Good,D,SI2,61.9,56.0,96861,5.09,5.14,3.16
0.35,Premium,D,VVS1,60.8,58.0,96861,4.53,4.55,2.76
0.35,Ideal,D,VVS1,61.5,57.0,96861,4.52,4.55,2.79
0.31,Premium,D,IF,60.2,59.0,96861,4.39,4.42,2.65
0.43,Good,F,VS1,61.4,61.1,96861,4.85,4.87,2.98
0.4,Very Good,D,VVS2,62.6,55.0,96944,4.7,4.72,2.95
0.61,Good,E,I1,63.4,57.1,96944,5.37,5.43,3.42
0.4,Ideal,F,VVS1,61.4,56.0,96944,4.77,4.81,2.94
0.4,Ideal,F,VVS1,61.8,58.0,96944,4.72,4.76,2.93
0.4,Ideal,F,VVS1,62.3,54.0,96944,4.75,4.78,2.97
0.4,Ideal,F,VVS1,61.9,55.0,96944,4.75,4.78,2.95
0.4,Ideal,F,VVS1,61.7,55.0,96944,4.77,4.79,2.95
0.31,Ideal,F,IF,61.4,56.0,96944,4.37,4.42,2.7
0.31,Ideal,F,IF,61.0,56.0,96944,4.38,4.41,2.68
0.31,Ideal,F,IF,61.2,57.0,96944,4.35,4.38,2.67
0.31,Ideal,F,IF,61.4,56.0,96944,4.4,4.43,2.71
0.46,Good,F,VS1,59.9,61.9,96944,5.02,5.06,3.01
0.46,Good,F,VS1,61.6,62.2,96944,4.84,5.0,3.04
0.41,Very Good,F,VVS1,63.7,54.0,97027,4.71,4.74,3.01
0.5,Good,D,SI1,63.5,57.0,97027,5.05,5.09,3.22
0.43,Ideal,F,VVS2,62.2,55.0,97027,4.83,4.85,3.01
0.43,Premium,F,VVS2,61.6,60.0,97027,4.82,4.86,2.98
0.43,Ideal,F,VVS2,61.9,56.0,97027,4.82,4.87,3.0
0.43,Ideal,F,VVS2,61.9,56.0,97027,4.82,4.84,2.99
0.43,Ideal,F,VVS2,61.8,57.0,97027,4.83,4.85,2.99
0.51,Ideal,F,SI2,60.5,55.0,97027,5.17,5.21,3.14
0.41,Good,E,VVS1,60.4,61.0,97027,4.76,4.81,2.89
0.43,Ideal,H,VVS1,62.3,54.0,97027,4.85,4.84,3.02
0.63,Premium,E,SI2,58.9,59.0,97027,5.64,5.6,3.31
0.6,Premium,H,SI1,62.4,58.0,97110,5.4,5.34,3.35
0.5,Very Good,G,SI1,62.8,55.0,97110,5.03,5.07,3.17
0.51,Very Good,H,SI1,62.0,57.0,97110,5.11,5.19,3.19
0.51,Good,E,SI1,63.6,59.0,97110,5.13,5.06,3.24
0.52,Ideal,G,SI2,61.5,56.0,97110,5.15,5.19,3.18
0.54,Ideal,I,SI1,60.0,59.0,97110,5.29,5.31,3.18
0.54,Ideal,I,SI1,62.4,55.0,97110,5.19,5.23,3.25
0.52,Good,F,SI2,61.5,60.5,97110,5.11,5.16,3.16
0.39,Ideal,D,VS1,61.9,57.0,97110,4.71,4.69,2.91
0.32,Ideal,E,IF,62.6,55.0,97110,4.41,4.38,2.75
0.38,Ideal,D,VS1,62.4,56.0,97110,4.68,4.64,2.91
0.32,Ideal,E,IF,61.9,56.0,97110,4.42,4.4,2.73
0.32,Premium,E,IF,61.6,58.0,97110,4.39,4.38,2.7
0.39,Ideal,D,VS1,62.0,57.0,97110,4.71,4.67,2.91
0.51,Ideal,E,SI2,63.0,56.0,97110,5.14,5.12,3.23
0.39,Premium,G,VVS1,59.9,59.0,97110,4.75,4.73,2.84
0.39,Ideal,G,VVS1,62.3,57.0,97110,4.7,4.64,2.91
0.39,Premium,G,VVS1,60.4,59.0,97110,4.75,4.72,2.86
0.39,Ideal,D,VS1,60.3,56.0,97110,4.77,4.71,2.86
0.52,Very Good,G,SI1,63.5,58.0,97110,5.14,5.1,3.25
0.48,Premium,F,SI1,61.1,61.0,97110,5.05,5.0,3.07
0.5,Very Good,G,SI1,60.8,63.0,97193,5.08,5.11,3.1
0.57,Very Good,G,SI2,60.5,56.0,97193,5.41,5.44,3.28
0.32,Very Good,D,IF,62.0,56.0,97193,4.39,4.43,2.73
0.53,Ideal,G,SI2,61.6,55.0,97193,5.2,5.25,3.22
0.46,Very Good,G,VS2,61.3,56.0,97276,4.98,5.0,3.06
0.4,Ideal,G,VVS2,61.5,57.0,97276,4.74,4.76,2.92
0.55,Very Good,J,VS2,61.7,54.0,97276,5.29,5.34,3.28
0.56,Good,E,SI2,63.5,57.0,97276,5.21,5.24,3.32
0.51,Good,G,SI1,63.7,55.0,97276,5.07,5.1,3.24
0.4,Ideal,D,VS2,61.7,56.0,97276,4.72,4.74,2.92
0.41,Good,F,VVS2,58.6,60.0,97276,4.83,4.87,2.84
0.5,Premium,H,SI1,62.9,58.0,97276,5.04,5.01,3.16
0.5,Premium,F,SI2,61.4,61.0,97276,5.14,5.09,3.14
0.52,Very Good,E,SI2,62.7,56.0,97359,5.07,5.1,3.19
0.57,Very Good,I,SI1,61.8,57.0,97359,5.31,5.34,3.29
0.4,Very Good,G,IF,62.3,59.0,97359,4.67,4.7,2.92
0.4,Very Good,G,IF,61.8,58.0,97359,4.69,4.73,2.91
0.58,Very Good,F,SI2,63.0,56.0,97359,5.34,5.26,3.34
0.46,Premium,E,VS2,61.5,60.0,97359,4.95,4.91,3.03
0.46,Premium,E,VS2,58.5,61.0,97359,5.1,5.05,2.97
0.38,Ideal,D,VVS1,62.0,57.0,97359,4.6,4.69,2.88
0.53,Ideal,I,VS2,61.9,54.0,97359,5.21,5.23,3.23
0.56,Ideal,G,SI2,61.9,54.0,97359,5.29,5.34,3.29
0.55,Ideal,G,SI2,62.1,56.0,97359,5.25,5.28,3.27
0.54,Ideal,F,SI2,61.0,56.0,97359,5.24,5.29,3.21
